freq,p_adj,unit,product,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NI,I15,211130,NL	100.00 	102.40 	103.70 	104.90 	108.80 	111.50 	113.80 	123.30 	: 
A,NI,I15,211130,PL	100.00 	101.95 	104.43 	108.40 	112.84 	115.67 	124.01 p	145.74 	: 
A,NI,I15,211130,PT	100.00 	101.25 	102.03 	103.24 	105.84 	107.54 	110.90 	125.29 	: 
A,NI,I15,211130,RO	100.00 	94.51 	95.31 	108.60 	98.20 	95.42 	120.18 	126.94 	: 
A,NI,I15,211130,SE	100.00 	102.90 	106.00 	111.60 	117.20 	121.10 	126.20 	144.95 	: 
A,NI,I15,211130,SI	100.00 	101.53 	103.22 	107.00 	112.11 	114.94 	121.99 	137.06 	: 
A,NI,I15,211140,AT	100.00 	100.70 	101.70 	102.80 	103.80 	105.40 	106.90 	111.80 	: 
A,NI,I15,211140,BE	100.00 	103.00 	105.06 	108.21 	111.59 	112.62 	113.64 	137.16 	137.16 e
A,NI,I15,211140,CY	100.00 	99.91 	102.00 	100.84 	100.38 	100.38 	122.87 	173.74 	: 
A,NI,I15,211140,DK	100.00 	101.81 	103.09 	103.05 	103.06 	103.09 	103.60 	104.15 	: 
A,NI,I15,211140,EE	100.00 	99.08 	99.84 	100.52 	102.66 	103.85 	105.21 	118.38 	: 
A,NI,I15,211140,EL	100.00 	100.45 	101.16 	101.82 	102.37 	102.54 	105.38 	115.77 	: 
A,NI,I15,211140,ES	100.00 	99.12 	99.30 	100.72 	100.29 	101.23 	103.15 	110.36 	: 
A,NI,I15,211140,EU27_2020	100.00 	101.54 	102.73 	103.26 	106.04 p	106.57 e	109.69 	120.76 	: 
A,NI,I15,211140,EU28	100.00 	101.42 	102.53 	103.03 	105.62 p	: 	: 	: 	: 
A,NI,I15,211140,FI	100.00 	101.17 	101.60 	103.82 	106.35 	105.62 	111.51 	127.78 	: 
A,NI,I15,211140,HR	100.00 	99.98 	104.50 	100.04 	100.05 	99.98 	100.17 	100.28 	: 
A,NI,I15,211140,HU	100.00 	99.40 	100.60 	103.70 	112.00 	116.40 	159.30 	218.00 	: 
A,NI,I15,211140,IE	100.00 	101.10 	101.47 	102.82 	104.19 	104.78 	109.86 	124.12 	: 
A,NI,I15,211140,IT	100.00 	102.00 	101.60 	102.00 	103.60 	103.80 	106.90 	114.70 	: 
A,NI,I15,211140,LT	100.00 	90.20 	99.77 	94.18 	98.33 	102.99 	103.70 	189.20 	: 
A,NI,I15,211140,LV	100.00 	100.76 	101.82 	104.52 	102.42 	102.70 	107.58 	121.10 	: 
A,NI,I15,211140,MT	100.00 	101.35 	101.35 	101.35 	101.35 	101.65 	103.16 	103.16 	: 
A,NI,I15,211140,NL	100.00 	102.10 	103.30 	104.10 	110.10 	109.80 	113.10 	126.60 	: 
A,NI,I15,211140,PL	100.00 	100.57 	102.07 	104.43 	107.63 	111.69 	121.16 p	144.98 	: 
A,NI,I15,211140,PT	100.00 	100.00 	101.35 	103.08 	104.65 	105.39 	105.74 	115.19 	: 
A,NI,I15,211140,RO	100.00 	94.47 	120.47 	91.72 	88.62 	89.84 	97.98 	103.65 	: 
A,NI,I15,211140,SE	100.00 	101.60 	104.40 	108.60 	112.30 	116.20 	121.90 	141.85 	: 
A,NI,I15,211140,SI	100.00 	101.75 	101.82 	103.04 	103.43 	103.43 	105.09 	123.55 	: 
A,NI,I15,211140,SK	100.00 	104.98 	113.50 	94.20 	99.50 	99.69 	107.03 	126.90 	: 
A,NI,I15,211140,UK	100.00 	99.68 	99.73 	99.70 	99.69 	: 	: 	: 	: 
A,NI,I15,211141,AT	100.00 	101.70 	103.80 	105.70 	107.40 	108.50 	109.90 	121.80 	: 
A,NI,I15,211141,BE	100.00 	103.00 	105.06 	108.21 	111.59 	112.62 	113.64 	137.16 	137.16 e
A,NI,I15,211141,CY	100.00 	95.25 	98.56 	99.15 	96.71 	96.71 	118.60 	161.00 	: 
A,NI,I15,211141,DK	100.00 	101.45 	103.13 	103.40 	101.62 	101.43 	104.81 	108.51 	: 
A,NI,I15,211141,EL	100.00 	100.58 	101.67 	102.40 	103.08 	103.39 	106.58 	118.70 	: 
A,NI,I15,211141,EU27_2020	100.00 	100.72 	102.20 	103.01 	104.32 p	104.61 p	109.51 	121.82 	: 
A,NI,I15,211141,EU28	100.00 	100.72 	102.20 	103.01 	104.32 p	: 	: 	: 	: 
A,NI,I15,211141,FI	100.00 	101.14 	98.83 	98.26 	100.72 	93.47 	105.23 	128.29 	: 
A,NI,I15,211141,HR	100.00 	99.96 	100.01 	100.03 	100.04 	99.99 	100.14 	100.22 	: 
A,NI,I15,211141,HU	100.00 	99.40 	100.60 	103.70 	112.00 	116.40 	159.30 	218.00 	: 
A,NI,I15,211141,IT	100.00 	99.90 	100.30 	100.70 	101.20 	101.80 	106.20 	116.70 	: 
A,NI,I15,211141,LT	100.00 	100.70 	93.85 	112.20 	118.33 	104.35 	96.61 	142.50 	: 
A,NI,I15,211141,MT	100.00 	101.35 	101.35 	101.35 	101.35 	101.65 	103.16 	103.16 	: 
A,NI,I15,211141,NL	100.00 	102.20 	103.00 	103.70 	106.40 	105.60 	113.00 	124.90 	: 
A,NI,I15,211141,PL	100.00 	100.51 	102.43 	106.22 	110.46 	113.47 	125.27 p	154.19 	: 
A,NI,I15,211141,PT	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,211141,RO	100.00 	83.09 	129.57 	117.99 	108.00 	110.96 	129.45 	133.83 	: 
A,NI,I15,211141,SE	100.00 	102.20 	105.00 	108.80 	112.90 	116.90 	122.10 	141.06 	: 
A,NI,I15,211141,SI	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,211142,AT	100.00 	100.80 	102.50 	103.70 	104.70 	106.70 	108.00 	114.10 	: 
A,NI,I15,211142,BE	100.00 	103.00 	105.06 	108.21 	111.59 	112.62 	113.64 	137.16 	137.16 e
A,NI,I15,211142,CY	100.00 	101.01 	102.81 	101.24 	101.24 	101.24 	123.87 	176.74 	: 
A,NI,I15,211142,DK	100.00 	101.87 	103.08 	102.99 	103.32 	103.38 	103.38 	103.38 	: 
A,NI,I15,211142,EL	100.00 	100.14 	99.89 	100.39 	100.62 	100.44 	102.39 	108.51 	: 
A,NI,I15,211142,EU27_2020	100.00 	102.04 	102.85 	103.16 	105.75 p	106.35 e	108.65 	117.56 	: 
A,NI,I15,211142,EU28	100.00 	101.72 	102.43 	102.70 	104.94 p	: 	: 	: 	: 
A,NI,I15,211142,FI	100.00 	102.67 	104.54 	108.91 	111.68 	116.01 	120.16 	142.31 	: 
A,NI,I15,211142,HR	100.00 	99.99 	100.00 	100.04 	100.06 	99.98 	100.18 	100.30 	: 
A,NI,I15,211142,HU	100.00 	99.40 	100.60 	103.70 	112.00 	116.40 	159.30 	218.00 	: 
A,NI,I15,211142,IE	100.00 	101.10 	101.47 	102.82 	104.19 	104.78 	109.86 	124.12 	: 
A,NI,I15,211142,IT	100.00 	103.00 	102.20 	102.60 	104.80 	104.70 	107.20 	113.80 	: 
A,NI,I15,211142,LT	100.00 	83.98 	110.51 	120.47 	110.60 	118.69 	154.54 	171.25 	: 
A,NI,I15,211142,NL	100.00 	102.10 	103.40 	104.10 	110.80 	110.60 	113.20 	126.90 	: 
A,NI,I15,211142,PL	100.00 	100.80 	102.43 	103.43 	105.34 	109.86 	118.27 p	139.33 	: 
A,NI,I15,211142,PT	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,211142,RO	100.00 	100.03 	116.42 	79.12 	79.35 	80.30 	83.00 	89.40 	: 
A,NI,I15,211142,SE	100.00 	101.20 	103.90 	106.70 	110.20 	114.40 	119.60 	139.08 	: 
A,NI,I15,211142,SI	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,211142,UK	100.00 	99.71 	99.73 	99.72 	99.72 	: 	: 	: 	: 
A,NI,I15,211149,AT	100.00 	100.50 	100.70 	101.40 	102.40 	103.60 	105.30 	107.80 	: 
A,NI,I15,211149,EE	100.00 	99.08 	99.84 	100.52 	102.66 	103.85 	105.21 	118.38 	: 
A,NI,I15,211149,ES	100.00 	99.12 	99.30 	100.72 	100.29 	101.23 	103.15 	110.36 	: 
A,NI,I15,211149,EU27_2020	100.00 	101.41 	102.94 	103.47 	107.54 p	108.08 e	111.20 	124.28 	: 
A,NI,I15,211149,EU28	100.00 	101.41 	102.93 	103.46 	107.52 p	: 	: 	: 	: 
A,NI,I15,211149,FI	100.00 	100.22 	101.33 	103.79 	106.23 	106.04 	109.65 	118.23 	: 
A,NI,I15,211149,HR	100.00 	99.98 	112.71 	100.04 	100.06 	99.98 	100.18 	100.30 	: 
A,NI,I15,211149,LT	100.00 	88.06 	100.47 	87.92 	92.56 	101.57 	101.90 	201.90 	: 
A,NI,I15,211149,LV	100.00 	100.76 	101.82 	104.52 	102.42 	102.70 	107.58 	121.10 	: 
A,NI,I15,211149,NL	100.00 	102.10 	103.40 	104.10 	110.80 	110.60 	113.20 	126.90 	: 
A,NI,I15,211149,PL	100.00 	100.55 	101.92 	104.02 	107.09 	111.40 	120.31 p	142.98 	: 
A,NI,I15,211149,PT	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,211149,RO	100.00 	87.60 	115.52 	101.37 	95.05 	82.16 	106.30 	108.76 	: 
A,NI,I15,211149,SE	100.00 	102.20 	105.80 	116.30 	120.20 	123.10 	132.10 	155.52 	: 
A,NI,I15,211149,SI	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,211149,SK	100.00 	104.98 	113.50 	94.20 	99.50 	99.69 	107.03 	126.90 	: 
A,NI,I15,211149,UK	100.00 	94.27 	98.51 	95.41 	92.78 	: 	: 	: 	: 
A,NI,I15,211200,AT	100.00 	100.60 	102.30 	103.90 	106.20 	108.10 	110.40 	122.40 	135.30 e
A,NI,I15,211200,BE	100.00 	103.00 	105.06 	107.25 	110.60 	111.63 	112.65 	135.97 	135.97 e
A,NI,I15,211200,BG	100.00 	101.40 	91.80 	83.30 	88.40 	88.70 	105.60 	98.40 	124.30 e
A,NI,I15,211200,CY	100.00 	99.28 	98.64 	99.77 	99.51 	99.79 	117.40 	189.83 	197.99 e
A,NI,I15,211200,CZ	100.00 	101.20 	103.00 	103.20 	104.40 	108.70 	108.80 	115.80 	124.70 e
A,NI,I15,211200,DE	100.00 	100.70 	103.20 	105.20 	107.00 	108.20 	111.70 	123.90 	133.80 e
A,NI,I15,211200,DK	100.00 	102.16 	105.74 	105.20 	109.11 	111.67 	109.56 	120.85 	131.61 e
A,NI,I15,211200,EE	100.00 	102.12 	105.78 	109.16 	110.73 	111.70 	116.36 	130.54 	138.99 e
A,NI,I15,211200,EL	100.00 	100.58 	102.72 	103.45 	103.50 	104.24 	104.89 	111.53 	121.35 e
A,NI,I15,211200,ES	100.00 	99.73 	100.30 	103.29 	110.23 	115.35 	122.29 	127.36 	145.08 e
A,NI,I15,211200,EU27_2020	100.00 	100.59 	103.52 	107.24 e	109.34 p	112.88 p	116.89 	128.13 	134.98 e
A,NI,I15,211200,EU28	100.00 	100.64 	103.34 	107.14 e	109.12 p	: 	: 	: 	: 
A,NI,I15,211200,FI	100.00 	100.03 	101.75 	105.19 	109.14 	110.72 	115.57 	126.07 	137.03 e
A,NI,I15,211200,FR	100.00 	100.77 	103.16 	107.08 	109.12 	111.31 	115.09 	122.28 	130.53 e
A,NI,I15,211200,HR	100.00 	99.97 	101.19 	104.64 	104.66 	104.60 	104.75 	105.92 	111.02 e
A,NI,I15,211200,HU	100.00 	104.00 	112.00 	116.20 	117.20 	127.30 	135.50 	151.10 	161.34 e
A,NI,I15,211200,IE	100.00 	99.72 	99.05 	100.30 	103.37 	104.86 	108.91 	120.39 	125.63 e
A,NI,I15,211200,IT	100.00 	102.40 	107.10 	111.40 	110.70 	111.80 	113.30 	121.00 	127.40 e
A,NI,I15,211200,LT	100.00 	104.18 	80.26 	78.44 	58.93 	94.02 	108.09 	83.50 	66.16 e
A,NI,I15,211200,LU	100.00 	100.66 	102.85 	104.00 	107.04 	108.19 	111.53 	123.73 	135.27 e
A,NI,I15,211200,MT	100.00 	106.07 	110.52 	110.52 	123.17 	135.81 	137.03 	143.25 	150.90 e
A,NI,I15,211200,NL	100.00 	101.40 	102.20 	103.70 	110.20 	110.30 	113.70 	129.30 	142.10 e
A,NI,I15,211200,PL	100.00 	100.46 	102.38 	103.80 	106.80 	111.44 	120.06 p	135.61 	148.58 e
A,NI,I15,211200,PT	100.00 	100.88 	101.76 	103.07 	105.27 	106.36 	108.03 	118.78 	124.53 e
A,NI,I15,211200,RO	100.00 	84.43 	108.28 	125.77 	138.64 	165.67 	183.28 	258.65 	231.16 e
A,NI,I15,211200,SE	100.00 	102.00 	104.70 	111.30 	115.20 	120.10 	127.10 	140.42 	149.68 e
A,NI,I15,211200,SI	100.00 	101.85 	103.38 	107.20 	110.85 	112.94 	114.88 	123.13 	126.06 e
A,NI,I15,211200,SK	100.00 	99.94 	99.15 	94.00 	92.90 	97.29 	100.15 	108.35 	113.97 e
A,NI,I15,211200,UK	100.00 	101.03 	102.06 	106.46 	107.63 	109.17 f	: 	: 	: 
A,NI,I15,211210,AT	100.00 	100.90 	103.00 	104.40 	106.70 	107.70 	109.70 	123.80 	: 
A,NI,I15,211210,BE	100.00 	103.00 	105.06 	107.16 	110.51 	111.53 	112.56 	135.85 	135.85 e
A,NI,I15,211210,BG	100.00 	101.40 	91.80 	83.30 	88.40 	88.70 	105.60 	98.40 	: 
A,NI,I15,211210,CY	100.00 	99.28 	98.63 	99.77 	99.77 	99.77 	124.03 	224.62 	: 
A,NI,I15,211210,CZ	100.00 	100.90 	102.20 	101.60 	103.20 	106.40 	106.20 	113.70 	: 
A,NI,I15,211210,DE	100.00 	100.60 	103.20 	105.30 	107.00 	108.20 	111.40 	123.80 	: 
A,NI,I15,211210,DK	100.00 	102.39 	106.22 	105.54 	109.83 	112.40 	109.88 	121.36 	: 
A,NI,I15,211210,EE	100.00 	102.12 	105.78 	109.16 	110.73 	111.70 	116.36 	130.54 	: 
A,NI,I15,211210,EL	100.00 	99.84 	99.34 	99.99 	100.37 	101.13 	101.58 	109.25 	: 
A,NI,I15,211210,ES	100.00 	99.71 	100.34 	103.48 	110.82 	116.35 	123.71 	128.94 	: 
A,NI,I15,211210,EU27_2020	100.00 	101.26 	104.13 	108.79 e	109.48 p	112.46 p	116.00 	125.60 	: 
A,NI,I15,211210,EU28	100.00 	101.32 	103.97 	108.64 e	109.40 p	: 	: 	: 	: 
A,NI,I15,211210,FI	100.00 	100.03 	101.75 	105.19 	109.14 	110.72 	115.57 	126.07 	: 
A,NI,I15,211210,FR	100.00 	101.22 	104.50 	109.29 	111.31 	113.60 	117.44 	123.48 	: 
A,NI,I15,211210,HR	100.00 	99.97 	101.22 	104.79 	104.80 	104.74 	104.90 	106.10 	: 
A,NI,I15,211210,HU	100.00 	102.30 	103.40 	109.30 	113.50 	125.90 	136.60 	150.50 	: 
A,NI,I15,211210,IE	100.00 	100.73 	100.80 	103.19 	106.98 	108.63 	112.98 	126.45 	: 
A,NI,I15,211210,IT	100.00 	102.40 	107.10 	111.40 	110.70 	111.80 	113.20 	120.90 	: 
A,NI,I15,211210,LT	100.00 	104.18 	80.26 	78.44 	58.93 	94.02 	108.09 	83.50 	: 
A,NI,I15,211210,LU	100.00 	100.55 	102.80 	103.90 	107.00 	108.15 	111.26 	123.66 	: 
A,NI,I15,211210,MT	100.00 	106.07 	110.52 	110.52 	123.17 	135.81 	137.03 	143.25 	: 
A,NI,I15,211210,NL	100.00 	102.10 	103.40 	104.10 	110.80 	110.60 	113.20 	126.90 	: 
A,NI,I15,211210,PL	100.00 	100.38 	102.60 	104.21 	107.14 	112.09 	120.42 p	135.34 	: 
A,NI,I15,211210,PT	100.00 	100.90 	101.79 	103.13 	105.45 	106.57 	108.18 	118.99 	: 
A,NI,I15,211210,RO	100.00 	86.36 	110.66 	174.44 	137.71 	157.08 	179.62 	255.17 	: 
A,NI,I15,211210,SE	100.00 	102.20 	106.40 	115.10 	120.20 	127.40 	132.10 	144.42 	: 
A,NI,I15,211210,SI	100.00 	101.85 	103.38 	107.20 	110.85 	112.94 	114.88 	123.13 	: 
A,NI,I15,211210,SK	100.00 	99.92 	99.08 	93.88 	92.70 	97.58 	100.60 	108.70 	: 
A,NI,I15,211210,UK	100.00 	101.72 	102.85 	107.63 	108.91 	: 	: 	: 	: 
A,NI,I15,211290,AT	100.00 	100.30 	101.20 	103.10 	105.30 	108.80 	111.70 	120.10 	: 
A,NI,I15,211290,BE	100.00 	103.00 	105.06 	108.21 	111.59 	112.62 	113.64 	137.16 	137.16 e
A,NI,I15,211290,CY	100.00 	99.28 	98.64 	99.76 	98.94 	99.84 	102.35 	110.97 	: 
A,NI,I15,211290,CZ	100.00 	102.70 	106.80 	110.60 	110.50 	119.30 	120.70 	125.40 	: 
A,NI,I15,211290,DE	100.00 	101.20 	103.10 	104.40 	107.20 	108.40 	113.20 	124.30 	: 
A,NI,I15,211290,DK	100.00 	99.05 	99.09 	100.35 	98.98 	101.41 	105.17 	113.67 	: 
A,NI,I15,211290,EL	100.00 	100.75 	103.51 	104.26 	104.22 	104.97 	105.66 	112.07 	: 
A,NI,I15,211290,ES	100.00 	99.97 	99.77 	100.67 	102.02 	101.40 	102.41 	105.32 	: 
A,NI,I15,211290,EU27_2020	100.00 	98.34 	101.83 	102.31 e	108.64 p	113.83 p	118.95 	136.95 	: 
A,NI,I15,211290,EU28	100.00 	98.34 	101.49 	102.27 e	107.92 p	: 	: 	: 	: 
A,NI,I15,211290,FR	100.00 	99.60 	99.60 	101.21 	103.28 	105.21 	108.84 	119.09 	: 
A,NI,I15,211290,HR	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	: 
A,NI,I15,211290,HU	100.00 	107.50 	130.20 	130.60 	125.00 	130.30 	133.20 	152.20 	: 
A,NI,I15,211290,IE	100.00 	98.06 	96.19 	95.57 	97.45 	98.69 	102.23 	110.46 	: 
A,NI,I15,211290,IT	100.00 	101.90 	104.70 	107.50 	110.00 	110.20 	115.20 	135.70 	: 
A,NI,I15,211290,LU	100.00 	101.11 	103.02 	104.40 	107.18 	108.35 	112.61 	124.03 	: 
A,NI,I15,211290,NL	100.00 	99.10 	98.20 	102.00 	108.10 	109.20 	115.40 	137.40 	: 
A,NI,I15,211290,PL	100.00 	101.04 	100.86 	101.03 	104.50 	106.95 	117.64 p	137.48 	: 
A,NI,I15,211290,PT	100.00 	100.50 	101.21 	102.00 	102.00 	102.51 	105.22 	114.97 	: 
A,NI,I15,211290,RO	100.00 	83.31 	106.90 	97.50 	139.18 	170.66 	185.40 	260.67 	: 
A,NI,I15,211290,SE	100.00 	101.70 	102.80 	107.10 	109.60 	111.90 	121.50 	135.92 	: 
A,NI,I15,211290,SK	100.00 	100.05 	99.93 	95.45 	94.60 	94.05 	95.28 	104.60 	: 
A,NI,I15,211290,UK	100.00 	98.37 	99.03 	101.96 	102.69 	: 	: 	: 	: 
A,NI,I15,212000,AT	100.00 	101.80 	104.60 	108.40 	112.00 	115.60 	124.80 	143.50 	154.20 e
A,NI,I15,212000,BE	100.00 	100.28 	105.23 	108.75 	108.67 	106.14 	121.43 	145.84 	148.92 e
A,NI,I15,212000,BG	100.00 	83.60 	92.50 	94.50 	102.70 	94.20 	95.00 	97.20 	98.50 e
A,NI,I15,212000,CY	100.00 	98.72 	101.14 	100.07 	103.56 	106.65 	118.99 	140.10 	143.99 e
A,NI,I15,212000,CZ	100.00 	101.10 	102.80 	106.30 	111.10 	115.30 	121.30 	136.40 	144.90 e
A,NI,I15,212000,DE	100.00 	101.80 	104.90 	109.20 	114.30 	118.00 	124.70 	145.00 	160.90 e
A,NI,I15,212000,DK	100.00 	101.65 	102.40 	104.23 	104.88 	105.75 	109.95 	120.95 	126.48 e
A,NI,I15,212000,EE	100.00 	98.92 	100.36 	102.36 	104.45 	104.53 	112.34 	130.76 	138.53 e
A,NI,I15,212000,EL	100.00 	98.10 	98.03 	96.65 	96.31 	95.84 	98.34 	106.82 	114.27 e
A,NI,I15,212000,ES	100.00 	98.01 	99.57 	101.28 	103.44 	101.66 	108.02 	122.73 	127.73 e
A,NI,I15,212000,EU27_2020	100.00 	101.30 	103.98 	106.46 	108.72 p	109.72 p	117.49 	133.12 	140.27 e
A,NI,I15,212000,EU28	100.00 	101.14 	103.94 	106.58 	108.87 p	: 	: 	: 	: 
A,NI,I15,212000,FI	100.00 	100.20 	100.44 	102.20 	103.37 	103.83 	109.92 	120.05 	124.57 e
A,NI,I15,212000,FR	100.00 	99.35 	102.90 	108.34 	109.28 	108.58 	124.93 	144.25 	139.00 e
A,NI,I15,212000,HR	100.00 	100.07 	99.71 	106.23 	108.38 	108.63 	108.86 	121.47 	132.54 e
A,NI,I15,212000,HU	100.00 	102.80 	108.30 	118.50 	129.90 	139.30 	154.40 	184.70 	219.78 e
A,NI,I15,212000,IE	100.00 	100.87 	100.45 	101.03 	101.86 	101.90 	105.61 	115.24 	119.49 e
A,NI,I15,212000,IT	100.00 	100.40 	100.20 	101.40 	102.10 	102.30 	104.60 	112.90 	116.90 e
A,NI,I15,212000,LT	100.00 	155.88 	189.00 	142.07 	127.52 	112.51 	124.08 	149.08 	141.17 e
A,NI,I15,212000,LU	100.00 	100.77 	103.90 	104.76 	107.70 	110.30 	120.28 	135.84 	143.05 e
A,NI,I15,212000,LV	100.00 	100.43 	102.95 	108.18 	108.40 	115.90 	125.46 	150.85 	159.10 e
A,NI,I15,212000,MT	100.00 	103.52 	102.39 	98.91 	101.18 	101.56 	101.56 	118.51 	122.84 e
A,NI,I15,212000,NL	100.00 	102.40 	104.60 	107.00 	109.90 	112.80 	117.50 	125.50 	139.70 e
A,NI,I15,212000,PL	100.00 	98.97 	99.54 	101.89 	104.61 	107.37 	110.72 p	123.52 	132.41 e
A,NI,I15,212000,PT	100.00 	99.81 	101.67 	103.29 	104.80 	107.35 	113.19 	125.96 	133.64 e
A,NI,I15,212000,RO	100.00 	97.64 	99.90 	104.03 	108.95 	112.46 	126.58 	155.26 	164.19 e
A,NI,I15,212000,SE	100.00 	100.50 	103.00 	105.80 	107.70 	106.70 	116.80 	132.97 	141.49 e
A,NI,I15,212000,SI	100.00 	101.76 	104.37 	107.91 	110.30 	112.24 	122.20 	143.90 	149.89 e
A,NI,I15,212000,SK	100.00 	101.01 	103.61 	107.28 	111.90 	115.47 	120.28 	146.80 	162.40 e
A,NI,I15,212000,UK	100.00 	99.45 	103.41 	107.89 	110.47 	111.00 f	: 	: 	: 
A,NI,I15,212100,AT	100.00 	101.80 	104.60 	108.40 	112.00 	115.60 	124.80 	143.50 	: 
A,NI,I15,212100,BE	100.00 	100.28 	105.23 	108.75 	108.67 	106.14 	121.43 	145.84 	148.92 e
A,NI,I15,212100,BG	100.00 	83.60 	92.50 	94.50 	102.70 	94.20 	95.00 	97.20 	: 
A,NI,I15,212100,CY	100.00 	98.72 	101.14 	100.07 	103.74 	106.84 	119.20 	140.12 	: 
A,NI,I15,212100,CZ	100.00 	101.10 	102.80 	106.30 	111.10 	115.10 	121.30 	136.50 	: 
A,NI,I15,212100,DE	100.00 	101.80 	104.90 	109.20 	114.30 	118.00 	124.70 	145.00 	: 
A,NI,I15,212100,DK	100.00 	101.65 	102.40 	104.23 	104.88 	105.75 	109.95 	120.95 	: 
A,NI,I15,212100,EE	100.00 	98.92 	100.36 	102.36 	104.45 	104.53 	112.34 	130.76 	: 
A,NI,I15,212100,EL	100.00 	98.10 	98.03 	96.65 	96.31 	95.84 	98.34 	106.82 	: 
A,NI,I15,212100,ES	100.00 	98.01 	99.57 	101.28 	103.44 	101.66 	108.02 	122.73 	: 
A,NI,I15,212100,EU27_2020	100.00 	101.29 	104.01 	106.49 	108.71 p	109.61 p	117.53 	133.46 	: 
A,NI,I15,212100,EU28	100.00 	101.14 	104.02 	106.67 	108.92 p	: 	: 	: 	: 
A,NI,I15,212100,FI	100.00 	100.20 	100.44 	102.20 	103.37 	103.83 	109.92 	120.05 	: 
A,NI,I15,212100,FR	100.00 	99.35 	102.90 	108.34 	109.28 	108.58 	124.93 	144.25 	: 
A,NI,I15,212100,HR	100.00 	100.08 	99.71 	106.30 	108.46 	108.74 	108.96 	121.58 	: 
A,NI,I15,212100,HU	100.00 	102.80 	108.30 	118.50 	129.90 	139.30 	154.40 	184.70 	: 
A,NI,I15,212100,IE	100.00 	100.87 	100.45 	101.03 	101.86 	101.90 	105.61 	115.24 	: 
A,NI,I15,212100,IT	100.00 	100.40 	100.10 	101.30 	102.00 	102.30 	104.40 	112.50 	: 
A,NI,I15,212100,LT	100.00 	155.88 	189.00 	142.07 	127.52 	112.51 	124.08 	149.08 	: 
A,NI,I15,212100,LU	100.00 	100.77 	103.90 	104.76 	107.70 	110.30 	120.28 	135.84 	: 
A,NI,I15,212100,LV	100.00 	100.43 	102.95 	108.18 	108.40 	115.90 	125.46 	150.85 	: 
A,NI,I15,212100,MT	100.00 	103.52 	102.39 	98.91 	101.18 	101.56 	101.56 	118.51 	: 
A,NI,I15,212100,NL	100.00 	102.40 	104.60 	107.00 	109.90 	112.80 	117.50 	125.50 	: 
A,NI,I15,212100,PL	100.00 	100.23 	101.10 	103.71 	106.74 	109.80 	113.52 p	124.40 	: 
A,NI,I15,212100,PT	100.00 	99.97 	101.71 	103.05 	104.37 	106.54 	112.79 	128.19 	: 
A,NI,I15,212100,RO	100.00 	97.63 	99.79 	103.84 	108.42 	111.86 	126.05 	155.72 	: 
A,NI,I15,212100,SE	100.00 	100.50 	103.00 	105.80 	107.70 	106.70 	116.80 	132.97 	: 
A,NI,I15,212100,SK	100.00 	101.02 	103.61 	107.28 	111.90 	115.50 	120.38 	147.15 	: 
A,NI,I15,212100,UK	100.00 	99.00 	104.17 	109.43 	112.02 	: 	: 	: 	: 
A,NI,I15,212900,CY	100.00 	98.72 	101.14 	100.07 	103.15 	106.23 	118.51 	140.07 	: 
A,NI,I15,212900,CZ	100.00 	101.10 	102.80 	106.20 	111.20 	115.80 	121.30 	136.20 	: 
A,NI,I15,212900,EU27_2020	100.00 	101.35 	103.44 	105.98 	108.83 p	111.54 p	116.93 	127.99 	: 
A,NI,I15,212900,EU28	100.00 	101.05 	102.91 	105.52 	108.29 p	: 	: 	: 	: 
A,NI,I15,212900,HR	100.00 	99.19 	99.93 	99.77 	100.75 	98.87 	99.84 	111.74 	: 
A,NI,I15,212900,IT	100.00 	98.80 	100.80 	104.00 	104.80 	104.20 	111.50 	128.70 	: 
A,NI,I15,212900,NL	100.00 	102.40 	104.60 	107.00 	109.90 	112.80 	117.50 	125.50 	: 
A,NI,I15,212900,PL	100.00 	87.58 	85.44 	85.53 	85.53 	85.53 	85.53 p	115.58 p	: 
A,NI,I15,212900,PT	100.00 	99.64 	101.63 	103.53 	105.23 	108.17 	113.60 	123.72 	: 
A,NI,I15,212900,RO	100.00 	97.70 	100.53 	105.14 	111.94 	115.88 	129.58 	152.64 	: 
A,NI,I15,212900,SI	100.00 	101.76 	104.37 	107.91 	110.30 	112.24 	122.20 	143.90 	: 
A,NI,I15,212900,SK	100.00 	101.00 	103.55 	107.40 	111.20 	114.73 	118.50 	139.53 	: 
A,NI,I15,212900,UK	100.00 	100.42 	101.78 	104.54 	107.11 	: 	: 	: 	: 
A,NI,I15,219000,AT	100.00 	101.00 	100.00 	99.80 	98.70 	100.20 	100.60 	101.60 	96.90 e
A,NI,I15,219000,BE	100.00 	100.00 	100.00 	107.88 	107.80 	105.52 	119.29 	141.26 	144.03 e
