freq,p_adj,unit,product,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,RI,PCH_PRE,203230,EE	: 	-5.77 	-16.37 	-5.98 	2.74 	0.29 	2.96 	14.49 	: 
A,RI,PCH_PRE,203230,EL	: 	0.38 	-2.72 	0.55 	0.01 	3.41 	4.40 	33.44 	: 
A,RI,PCH_PRE,203230,ES	: 	-4.98 	-9.45 	-1.26 	3.30 	-4.49 	18.36 	63.35 	: 
A,RI,PCH_PRE,203230,EU27_2020	: 	-6.76 	-4.52 	-0.28 	2.56 p	-5.89 e	20.01 	62.83 	: 
A,RI,PCH_PRE,203230,EU28	: 	-6.95 	-4.43 	0.08 	2.51 p	: 	: 	: 	: 
A,RI,PCH_PRE,203230,FI	: 	-14.10 	0.06 	0.63 	0.71 	-8.72 	40.59 	71.93 	: 
A,RI,PCH_PRE,203230,FR	: 	-7.09 	-7.10 	1.56 	3.39 	-6.08 	15.38 	54.76 	: 
A,RI,PCH_PRE,203230,HR	: 	-7.33 	-10.97 	-13.46 	7.41 	-13.25 	44.51 	: c	: 
A,RI,PCH_PRE,203230,HU	: 	-7.52 	-10.52 	1.28 	3.34 	-7.45 	21.15 	98.64 	: 
A,RI,PCH_PRE,203230,IE	: 	-12.38 	-6.42 	4.80 	4.34 	-9.65 	20.43 	96.93 	: 
A,RI,PCH_PRE,203230,IT	: 	-1.80 	-5.60 	-0.43 	1.00 	-1.47 	14.38 	45.38 	: 
A,RI,PCH_PRE,203230,LT	: 	-13.18 	-14.27 	9.57 	-1.14 	-2.94 	17.39 	58.80 	: 
A,RI,PCH_PRE,203230,LU	: 	-9.21 	-16.15 	3.53 	7.31 	-1.85 	19.76 	86.57 	: 
A,RI,PCH_PRE,203230,MT	: 	-6.60 	1.05 	-0.25 	2.60 	-2.09 	11.80 	22.66 	: 
A,RI,PCH_PRE,203230,NL	: 	-3.81 	-8.86 	-1.79 	0.03 	-3.82 	11.96 	52.72 	: 
A,RI,PCH_PRE,203230,PL	: 	-0.05 	-3.85 	-1.06 	1.57 	-4.11 	4.57 	40.55 	: 
A,RI,PCH_PRE,203230,PT	: 	-2.23 	1.45 	2.92 	7.00 	-0.41 	23.88 	58.34 	: 
A,RI,PCH_PRE,203230,RO	: 	-8.70 	34.07 	-18.20 	4.51 	-6.25 	14.03 	34.12 	: 
A,RI,PCH_PRE,203230,SE	: 	-14.28 	-0.01 	8.66 	2.83 	-11.23 	39.78 	86.68 	: 
A,RI,PCH_PRE,203230,SI	: 	-6.93 	-11.92 	2.74 	4.07 	-7.22 	31.27 	72.16 	: 
A,RI,PCH_PRE,203230,SK	: 	-5.38 	-8.97 	-2.40 	3.81 	-9.57 	10.25 	87.31 	: 
A,RI,PCH_PRE,203230,UK	: 	-12.32 	-1.87 	10.67 	1.33 	: 	: 	: 	: 
A,RI,PCH_PRE,203900,AT	: 	-1.26 	-0.12 	-1.31 	-2.62 	2.13 	2.04 	2.26 	: 
A,RI,PCH_PRE,203900,BE	: 	-1.74 	-2.17 	-0.93 	-0.79 	-0.43 	2.94 	2.82 	: 
A,RI,PCH_PRE,203900,CY	: 	3.87 	3.99 	0.10 	-0.55 	-15.24 	-5.06 	33.16 	: 
A,RI,PCH_PRE,203900,CZ	: 	-8.34 	-2.65 	-2.76 	-10.09 	3.67 	-4.18 	-2.71 	: 
A,RI,PCH_PRE,203900,DK	: 	-2.56 	-0.77 	3.46 	3.32 	1.99 	0.10 	-0.41 	: 
A,RI,PCH_PRE,203900,EE	: 	0.63 	-0.89 	-9.34 	-0.35 	11.57 	3.84 	-11.17 	: 
A,RI,PCH_PRE,203900,ES	: 	-3.17 	0.95 	22.61 	19.40 	-9.08 	0.24 	-21.03 	: 
A,RI,PCH_PRE,203900,EU27_2020	: 	-1.48 	-1.85 	2.84 	2.52 p	-1.48 p	2.47 	10.05 	: 
A,RI,PCH_PRE,203900,EU28	: 	-1.38 	-1.83 	2.64 	3.05 p	: 	: 	: 	: 
A,RI,PCH_PRE,203900,FI	: 	-4.38 	-0.79 	-1.16 	-1.05 	6.83 	-0.57 	-3.73 	: 
A,RI,PCH_PRE,203900,FR	: 	-0.31 	-1.41 	0.08 	0.79 	-0.06 	0.01 	9.85 	: 
A,RI,PCH_PRE,203900,IE	: 	0.20 	2.31 	-0.46 	1.41 	0.94 	0.33 	7.31 	: 
A,RI,PCH_PRE,203900,IT	: 	-2.10 	-3.60 	0.17 	-1.50 	0.40 	7.06 	24.31 	: 
A,RI,PCH_PRE,203900,LU	: 	0.09 	1.61 	3.33 	-13.19 	1.58 	-2.61 	9.30 	: 
A,RI,PCH_PRE,203900,LV	: 	-6.30 	-7.72 	1.18 	1.28 	-2.22 	17.47 	93.67 	: 
A,RI,PCH_PRE,203900,NL	: 	-4.21 	-1.79 	1.63 	-1.32 	-1.60 	-4.12 	10.34 	: 
A,RI,PCH_PRE,203900,PL	: 	0.80 	-0.95 	-0.53 	-0.66 	-1.25 	-0.24 	4.07 	: 
A,RI,PCH_PRE,203900,SK	: 	0.22 	2.81 	-3.11 	-2.59 	-4.50 	3.05 	11.22 	: 
A,RI,PCH_PRE,203900,UK	: 	0.23 	-1.39 	-0.68 	11.70 	: 	: 	: 	: 
A,RI,PCH_PRE,204000,AT	: 	-4.33 	-5.83 	-1.87 	-0.94 	-3.69 	-3.85 	-4.27 	: 
A,RI,PCH_PRE,204000,BE	: 	0.22 	-2.17 	-0.41 	-0.21 	-1.56 	-3.13 	-6.54 	: 
A,RI,PCH_PRE,204000,BG	: 	1.74 	2.57 	-7.43 	-4.56 	-2.43 	-2.06 	16.51 	: 
A,RI,PCH_PRE,204000,CY	: 	18.83 	-0.83 	-1.58 	-1.04 	0.93 	-1.00 	-3.76 	: 
A,RI,PCH_PRE,204000,CZ	: 	2.18 	-1.19 	-1.90 	0.02 	-1.96 	-3.39 	-8.92 	: 
A,RI,PCH_PRE,204000,DE	: 	0.30 	0.48 	-2.02 	-1.42 	0.59 	0.35 	5.03 	: 
A,RI,PCH_PRE,204000,DK	: 	-0.95 	0.29 	-1.57 	-3.44 	-3.59 	-2.17 	-5.58 	: 
A,RI,PCH_PRE,204000,EE	: 	-0.43 	-2.44 	-0.95 	-1.61 	2.08 	-4.52 	-12.90 	: 
A,RI,PCH_PRE,204000,EL	: 	0.45 	-0.78 	-0.56 	-0.57 	1.14 	0.80 	0.19 	: 
A,RI,PCH_PRE,204000,ES	: 	0.64 	-1.41 	-0.44 	-0.86 	0.83 	1.33 	10.45 	: 
A,RI,PCH_PRE,204000,EU27_2020	: 	0.95 	-0.90 	-1.15 	-2.15 p	-1.38 p	-0.78 	0.91 	: 
A,RI,PCH_PRE,204000,EU28	: 	0.76 	-0.74 	-1.08 	-1.01 p	: 	: 	: 	: 
A,RI,PCH_PRE,204000,FI	: 	-1.08 	-0.33 	-3.37 	-2.68 	0.35 	-0.63 	2.19 	: 
A,RI,PCH_PRE,204000,FR	: 	-0.93 	-1.91 	-1.61 	-4.81 	-3.15 	-2.83 	-1.74 	: 
A,RI,PCH_PRE,204000,HR	: 	0.18 	-1.00 	0.29 	-0.62 	3.98 	4.88 	-6.34 	: 
A,RI,PCH_PRE,204000,HU	: 	0.75 	-1.46 	-1.60 	-0.50 	-2.26 	1.77 	5.82 	: 
A,RI,PCH_PRE,204000,IE	: 	2.48 	0.49 	0.11 	-0.98 	0.73 	-1.50 	11.09 	: 
A,RI,PCH_PRE,204000,IT	: 	2.50 	0.16 	1.49 	1.93 	0.29 	-0.38 	3.09 	: 
A,RI,PCH_PRE,204000,LT	: 	5.36 	2.50 	-7.35 	-5.63 	-8.63 	2.95 	1.86 	: 
A,RI,PCH_PRE,204000,LU	: 	-3.21 	-3.51 	-3.70 	-2.44 	-0.98 	-4.53 	-5.05 	: 
A,RI,PCH_PRE,204000,LV	: 	3.55 	-2.32 	10.65 	-4.01 	6.94 	-19.20 	28.07 	: 
A,RI,PCH_PRE,204000,MT	: 	9.22 	2.11 	0.71 	-1.17 	0.72 	2.73 	7.97 	: 
A,RI,PCH_PRE,204000,NL	: 	2.19 	-2.14 	-3.32 	3.06 	-5.61 	-1.78 	-7.25 	: 
A,RI,PCH_PRE,204000,PL	: 	1.42 	0.29 	0.20 	-0.22 	-1.55 	-2.37 	-2.66 	: 
A,RI,PCH_PRE,204000,PT	: 	0.09 	2.61 	2.07 	3.42 	0.18 	3.51 	22.95 	: 
A,RI,PCH_PRE,204000,RO	: 	24.59 	-5.82 	3.20 	-12.47 	7.30 	9.88 	-1.28 	: 
A,RI,PCH_PRE,204000,SE	: 	0.06 	1.76 	-1.72 	1.86 	-2.56 	-2.77 	37.56 	: 
A,RI,PCH_PRE,204000,SI	: 	1.27 	-2.87 	-0.62 	3.79 	4.39 	-0.47 	0.10 	: 
A,RI,PCH_PRE,204000,SK	: 	-2.19 	-3.22 	-0.54 	-2.90 	-4.49 	-4.05 	5.94 	: 
A,RI,PCH_PRE,204000,UK	: 	-0.73 	0.56 	-0.51 	7.93 	: 	: 	: 	: 
A,RI,PCH_PRE,204100,AT	: 	-2.35 	-8.43 	-4.41 	1.81 	-2.86 	-1.94 	-2.66 	: 
A,RI,PCH_PRE,204100,BG	: 	2.25 	1.96 	-4.44 	-3.54 	-2.97 	-4.73 	13.28 	: 
A,RI,PCH_PRE,204100,CY	: 	55.37 	-2.50 	-3.10 	-0.92 	3.74 	-2.64 	-8.31 	: 
A,RI,PCH_PRE,204100,CZ	: 	-0.70 	1.97 	-1.25 	3.06 	-1.40 	-4.24 	-12.87 	: 
A,RI,PCH_PRE,204100,DE	: 	-0.70 	-0.68 	-2.41 	-1.42 	1.91 	-0.94 	-1.67 	: 
A,RI,PCH_PRE,204100,DK	: 	-4.82 	1.47 	-1.06 	-2.20 	-2.66 	-2.74 	-10.13 	: 
A,RI,PCH_PRE,204100,EE	: 	-3.73 	-3.48 	-1.81 	-2.23 	0.30 	-3.61 	-8.30 	: 
A,RI,PCH_PRE,204100,EL	: 	0.84 	-1.27 	-0.02 	-0.44 	0.65 	0.49 	-1.30 	: 
A,RI,PCH_PRE,204100,ES	: 	2.85 	-1.42 	-0.38 	-0.96 	2.36 	2.09 	14.56 	: 
A,RI,PCH_PRE,204100,EU27_2020	: 	1.18 	-0.99 	-2.48 	-2.37 p	-1.20 p	-1.55 	-1.78 	: 
A,RI,PCH_PRE,204100,EU28	: 	0.97 	-1.26 	-2.47 	0.86 p	: 	: 	: 	: 
A,RI,PCH_PRE,204100,FI	: 	1.13 	-0.42 	-3.70 	-2.73 	1.78 	-1.68 	-3.92 	: 
A,RI,PCH_PRE,204100,FR	: 	-1.37 	-1.65 	-1.97 	-4.80 	-3.36 	-4.18 	-3.60 	: 
A,RI,PCH_PRE,204100,HR	: 	0.92 	-1.27 	0.51 	-0.99 	0.05 	2.45 	-3.45 	: 
A,RI,PCH_PRE,204100,HU	: 	1.34 	-3.76 	-0.99 	-3.69 	-3.36 	0.29 	6.32 	: 
A,RI,PCH_PRE,204100,IE	: 	1.81 	2.99 	-0.08 	-1.25 	0.36 	-0.37 	-5.95 	: 
A,RI,PCH_PRE,204100,IT	: 	2.10 	0.26 	0.64 	0.83 	-0.55 	0.40 	4.52 	: 
A,RI,PCH_PRE,204100,LT	: 	-5.74 	7.63 	-8.84 	-4.57 	-20.96 	-19.44 	-3.21 	: 
A,RI,PCH_PRE,204100,LU	: 	-0.03 	-3.11 	-1.47 	-1.92 	2.87 	0.38 	-6.80 	: 
A,RI,PCH_PRE,204100,MT	: 	11.14 	2.48 	0.86 	-1.51 	-0.33 	3.29 	2.28 	: 
A,RI,PCH_PRE,204100,NL	: 	5.28 	-3.24 	-2.05 	1.28 	-5.91 	-0.74 	-8.61 	: 
A,RI,PCH_PRE,204100,PL	: 	1.51 	0.11 	-0.12 	-0.50 	-2.47 	-2.82 	-7.92 	: 
A,RI,PCH_PRE,204100,PT	: 	4.04 	2.83 	4.96 	7.99 	3.05 	6.34 	12.93 	: 
A,RI,PCH_PRE,204100,RO	: 	45.89 	-2.12 	-26.91 	-18.75 	18.30 	2.10 	8.18 	: 
A,RI,PCH_PRE,204100,SE	: 	-0.53 	0.42 	0.86 	1.09 	0.35 	-3.56 	-4.31 	: 
A,RI,PCH_PRE,204100,SI	: 	2.27 	-3.31 	-0.30 	2.71 	4.34 	-0.45 	-1.44 	: 
A,RI,PCH_PRE,204100,SK	: 	1.24 	-0.03 	-4.93 	-3.53 	-5.09 	-5.01 	0.36 	: 
A,RI,PCH_PRE,204100,UK	: 	-0.37 	-3.03 	-2.36 	22.52 	: 	: 	: 	: 
A,RI,PCH_PRE,204200,AT	: 	-3.44 	-9.60 	-1.10 	-1.79 	-0.72 	-6.84 	-6.57 	: 
A,RI,PCH_PRE,204200,BG	: 	2.55 	2.54 	-11.38 	1.19 	-0.51 	-1.70 	4.38 	: 
A,RI,PCH_PRE,204200,CY	: 	4.95 	-16.21 	-0.88 	-4.58 	-2.49 	0.68 	-12.00 	: 
A,RI,PCH_PRE,204200,CZ	: 	3.67 	-1.86 	-1.81 	1.58 	0.31 	-6.71 	-13.43 	: 
A,RI,PCH_PRE,204200,DE	: 	-0.50 	-4.91 	-0.71 	-0.01 	1.13 	-1.47 	-1.97 	: 
A,RI,PCH_PRE,204200,DK	: 	2.59 	-0.93 	-1.02 	-1.69 	-1.60 	-2.02 	-6.97 	: 
A,RI,PCH_PRE,204200,EE	: 	-2.09 	-1.00 	-3.70 	-1.65 	-1.41 	-0.31 	-11.05 	: 
A,RI,PCH_PRE,204200,EL	: 	-1.18 	-2.06 	-1.09 	-0.55 	1.45 	-0.57 	-4.27 	: 
A,RI,PCH_PRE,204200,ES	: 	0.44 	-1.51 	-1.71 	-0.67 	0.14 	0.75 	2.70 	: 
A,RI,PCH_PRE,204200,EU27_2020	: 	1.00 	-0.66 	-0.35 	-1.37 p	-0.06 p	-1.52 	-1.17 	: 
A,RI,PCH_PRE,204200,EU28	: 	1.17 	-0.44 	-0.48 	0.72 p	: 	: 	: 	: 
A,RI,PCH_PRE,204200,FI	: 	-1.98 	-0.04 	-1.04 	-3.44 	-0.47 	-0.50 	-3.86 	: 
A,RI,PCH_PRE,204200,FR	: 	-0.27 	-0.82 	-1.35 	-5.17 	-2.92 	-2.19 	-3.58 	: 
A,RI,PCH_PRE,204200,HR	: 	0.63 	-1.29 	-1.53 	8.96 	12.50 	13.64 	-7.79 	: 
A,RI,PCH_PRE,204200,HU	: 	0.75 	-2.71 	-5.73 	2.53 	0.10 	-1.94 	-0.08 	: 
A,RI,PCH_PRE,204200,IE	: 	1.33 	-0.73 	-0.08 	-2.54 	-0.37 	-3.66 	-11.10 	: 
A,RI,PCH_PRE,204200,IT	: 	5.41 	1.33 	0.75 	1.03 	2.61 	-1.39 	-0.25 	: 
A,RI,PCH_PRE,204200,LT	: 	5.73 	-6.04 	2.35 	-3.23 	-10.92 	15.63 	-9.26 	: 
A,RI,PCH_PRE,204200,LU	: 	-5.85 	-7.06 	-1.27 	-4.80 	-6.97 	-5.71 	-3.86 	: 
A,RI,PCH_PRE,204200,MT	: 	-3.89 	1.65 	2.63 	6.48 	23.59 	-0.71 	-6.18 	: 
A,RI,PCH_PRE,204200,NL	: 	-1.01 	-0.67 	-3.05 	2.35 	-3.98 	-1.78 	-7.77 	: 
A,RI,PCH_PRE,204200,PL	: 	0.29 	-1.67 	-0.71 	-0.11 	0.11 	-2.09 	-9.25 	: 
A,RI,PCH_PRE,204200,PT	: 	-9.19 	2.06 	-0.40 	7.63 	5.77 	-8.34 	12.92 	: 
A,RI,PCH_PRE,204200,RO	: 	3.61 	14.69 	26.47 	-12.52 	6.08 	-2.76 	29.96 	: 
A,RI,PCH_PRE,204200,SE	: 	7.67 	3.76 	0.05 	8.51 	-0.73 	-3.42 	-1.39 	: 
A,RI,PCH_PRE,204200,SI	: 	1.83 	-3.58 	-0.07 	8.58 	5.10 	0.06 	-7.13 	: 
A,RI,PCH_PRE,204200,SK	: 	1.86 	-0.02 	-2.03 	-2.35 	-7.88 	-3.00 	-1.24 	: 
A,RI,PCH_PRE,204200,UK	: 	3.83 	2.87 	-2.36 	31.26 	: 	: 	: 	: 
A,RI,PCH_PRE,204300,AT	: 	-6.70 	-3.11 	0.76 	-2.60 	-3.87 	-4.47 	-4.69 	: 
A,RI,PCH_PRE,204300,BG	: 	1.34 	2.78 	-8.00 	-6.27 	-2.67 	-0.57 	21.00 	: 
A,RI,PCH_PRE,204300,CY	: 	29.38 	8.88 	-6.62 	4.65 	4.23 	11.14 	24.49 	: 
A,RI,PCH_PRE,204300,CZ	: 	1.89 	-1.85 	-2.28 	-2.22 	-4.17 	-0.37 	-4.24 	: 
A,RI,PCH_PRE,204300,DE	: 	1.20 	1.53 	-1.73 	-1.61 	-0.28 	1.42 	10.11 	: 
A,RI,PCH_PRE,204300,DK	: 	-0.13 	0.16 	-1.54 	-3.54 	-4.11 	-2.00 	-4.17 	: 
A,RI,PCH_PRE,204300,EE	: 	0.74 	-2.30 	-0.05 	-1.00 	3.19 	-5.18 	-14.38 	: 
A,RI,PCH_PRE,204300,EL	: 	0.91 	-0.07 	-0.46 	-0.91 	1.26 	-0.41 	3.85 	: 
A,RI,PCH_PRE,204300,ES	: 	-1.67 	-1.10 	0.48 	-0.67 	0.73 	2.71 	17.52 	: 
A,RI,PCH_PRE,204300,EU27_2020	: 	0.76 	-0.82 	-0.62 	-1.87 p	-1.62 p	0.67 	4.47 	: 
A,RI,PCH_PRE,204300,EU28	: 	0.47 	-0.64 	-0.36 	-2.22 p	: 	: 	: 	: 
A,RI,PCH_PRE,204300,FI	: 	-2.24 	-0.32 	-3.65 	-2.44 	0.22 	0.55 	6.91 	: 
A,RI,PCH_PRE,204300,FR	: 	-0.85 	-2.46 	-1.75 	-4.40 	-3.13 	-2.20 	0.13 	: 
A,RI,PCH_PRE,204300,HR	: 	-0.97 	-0.56 	0.39 	-0.69 	9.59 	7.82 	-9.50 	: 
A,RI,PCH_PRE,204300,HU	: 	0.35 	0.20 	-0.11 	0.15 	-2.65 	4.06 	7.42 	: 
A,RI,PCH_PRE,204300,IE	: 	2.68 	-0.22 	0.30 	-0.90 	0.93 	-1.54 	18.86 	: 
A,RI,PCH_PRE,204300,IT	: 	1.30 	-0.70 	2.61 	3.08 	-0.26 	-0.38 	3.95 	: 
A,RI,PCH_PRE,204300,LT	: 	16.51 	7.52 	-8.24 	-6.43 	0.41 	18.86 	10.34 	: 
A,RI,PCH_PRE,204300,LU	: 	-3.67 	-3.55 	-5.31 	-1.54 	-2.01 	-5.13 	-4.66 	: 
A,RI,PCH_PRE,204300,MT	: 	-0.89 	-1.25 	-1.70 	-1.51 	-0.78 	-0.70 	78.23 	: 
A,RI,PCH_PRE,204300,NL	: 	0.39 	-1.57 	-4.62 	5.01 	-5.83 	-2.75 	-5.93 	: 
A,RI,PCH_PRE,204300,PL	: 	1.70 	0.92 	0.61 	-0.11 	-1.62 	-2.28 	1.50 	: 
A,RI,PCH_PRE,204300,PT	: 	2.17 	3.41 	0.11 	-4.68 	-8.21 	7.99 	45.29 	: 
A,RI,PCH_PRE,204300,RO	: 	19.25 	-14.97 	19.07 	-9.16 	2.67 	19.71 	-16.94 	: 
A,RI,PCH_PRE,204300,SE	: 	0.06 	2.15 	-2.56 	1.97 	-3.49 	-2.59 	51.13 	: 
A,RI,PCH_PRE,204300,SI	: 	-0.56 	-1.84 	-1.37 	3.34 	4.13 	-0.76 	6.20 	: 
A,RI,PCH_PRE,204300,SK	: 	-6.20 	-5.32 	2.68 	-2.75 	-3.29 	-4.50 	-1.24 	: 
A,RI,PCH_PRE,204300,UK	: 	-2.23 	1.09 	2.07 	-5.48 	: 	: 	: 	: 
A,RI,PCH_PRE,204900,AT	: 	-0.96 	-2.18 	-7.27 	-0.95 	-13.18 	-2.33 	-4.98 	: 
A,RI,PCH_PRE,204900,BE	: 	0.22 	-2.17 	-0.41 	-0.21 	-1.56 	-3.13 	-6.54 	: 
A,RI,PCH_PRE,204900,CY	: 	-32.55 	45.30 	9.51 	-1.98 	-4.99 	-18.43 	-27.42 	: 
A,RI,PCH_PRE,204900,CZ	: 	0.79 	0.46 	-0.59 	-0.48 	-4.22 	1.49 	-1.05 	: 
A,RI,PCH_PRE,204900,DK	: 	0.00 	-1.47 	-4.28 	-8.00 	-0.12 	-2.41 	-8.23 	: 
A,RI,PCH_PRE,204900,EE	: 	0.02 	-1.75 	-5.15 	-5.95 	-1.47 	-3.47 	-12.90 	: 
A,RI,PCH_PRE,204900,EL	: 	2.45 	1.71 	-0.85 	-0.02 	1.37 	8.19 	4.54 	: 
A,RI,PCH_PRE,204900,ES	: 	3.55 	-1.81 	-0.86 	-1.72 	0.14 	-2.83 	-0.94 	: 
A,RI,PCH_PRE,204900,EU27_2020	: 	0.61 	-1.89 	-0.25 	-3.31 p	-1.28 p	-3.35 	-0.23 	: 
A,RI,PCH_PRE,204900,EU28	: 	0.60 	-0.52 	-0.55 	-3.21 p	: 	: 	: 	: 
A,RI,PCH_PRE,204900,FI	: 	-1.98 	-0.04 	0.07 	-4.33 	-8.47 	-7.86 	-4.73 	: 
A,RI,PCH_PRE,204900,FR	: 	-0.67 	-1.56 	-0.50 	-5.91 	-2.85 	-2.10 	-1.99 	: 
A,RI,PCH_PRE,204900,HR	: 	0.63 	-1.29 	-1.53 	-0.79 	-0.02 	1.81 	-8.74 	: 
A,RI,PCH_PRE,204900,HU	: 	0.95 	-0.59 	-3.59 	-0.76 	-1.24 	0.63 	6.22 	: 
A,RI,PCH_PRE,204900,IE	: 	2.94 	0.04 	-0.77 	-0.53 	0.31 	-3.62 	-0.59 	: 
A,RI,PCH_PRE,204900,LT	: 	4.89 	-14.45 	-8.02 	-7.72 	-3.54 	-12.14 	-14.38 	: 
A,RI,PCH_PRE,204900,LU	: 	-4.97 	-2.09 	-1.74 	-5.87 	-0.25 	-10.39 	-3.83 	: 
A,RI,PCH_PRE,204900,LV	: 	3.55 	-2.32 	10.65 	-4.01 	6.94 	-19.20 	28.07 	: 
A,RI,PCH_PRE,204900,NL	: 	-2.91 	2.28 	-3.53 	1.83 	-5.89 	-2.75 	-1.30 	: 
A,RI,PCH_PRE,204900,PL	: 	1.23 	-0.92 	0.00 	-0.85 	0.87 	1.59 	-5.44 	: 
A,RI,PCH_PRE,204900,PT	: 	-3.06 	-4.21 	2.16 	2.65 	5.52 	5.78 	21.81 	: 
A,RI,PCH_PRE,204900,SK	: 	2.36 	-6.01 	-4.73 	-3.65 	-0.56 	-3.12 	63.47 	: 
A,RI,PCH_PRE,204900,UK	: 	0.56 	8.56 	-2.36 	-2.55 	: 	: 	: 	: 
A,RI,PCH_PRE,205000,AT	: 	5.58 	-1.72 	-0.80 	-0.29 	-0.83 	-1.89 	-6.04 	: 
A,RI,PCH_PRE,205000,BE	: 	1.02 	-0.97 	-0.15 	-0.47 	2.47 	-3.38 	-1.72 	: 
A,RI,PCH_PRE,205000,BG	: 	3.67 	-0.79 	-1.62 	2.50 	1.88 	-0.69 	-1.17 	: 
A,RI,PCH_PRE,205000,CY	: 	-14.56 	28.45 	-7.55 	-0.55 	1.33 	-1.45 	-5.96 	: 
A,RI,PCH_PRE,205000,CZ	: 	-0.60 	2.26 	-1.15 	-2.14 	-3.41 	0.90 	-11.05 	: 
A,RI,PCH_PRE,205000,DE	: 	-0.40 	3.15 	11.84 	-1.42 	-0.28 	-3.11 	-8.00 	: 
A,RI,PCH_PRE,205000,DK	: 	-6.05 	3.25 	0.84 	1.01 	0.61 	1.00 	-4.73 	: 
A,RI,PCH_PRE,205000,EE	: 	1.27 	-3.81 	-1.78 	3.41 	3.73 	-3.52 	-10.75 	: 
A,RI,PCH_PRE,205000,EL	: 	0.04 	0.09 	-0.77 	0.46 	3.21 	2.65 	-4.31 	: 
A,RI,PCH_PRE,205000,ES	: 	0.84 	-0.83 	-1.13 	0.40 	0.72 	-1.80 	-5.92 	: 
A,RI,PCH_PRE,205000,EU27_2020	: 	0.64 	0.02 	2.69 	0.34 p	1.59 p	-0.44 	-1.89 	: 
A,RI,PCH_PRE,205000,EU28	: 	0.55 	-0.17 	2.96 	0.66 p	: 	: 	: 	: 
A,RI,PCH_PRE,205000,FI	: 	-0.30 	0.70 	-0.90 	-0.12 	0.10 	0.01 	-5.78 	: 
A,RI,PCH_PRE,205000,FR	: 	2.61 	0.54 	-0.03 	1.26 	1.99 	-0.58 	-1.52 	: 
A,RI,PCH_PRE,205000,HR	: 	0.63 	1.85 	-0.50 	1.01 	1.09 	-0.75 	-6.53 	: 
A,RI,PCH_PRE,205000,HU	: 	2.04 	-0.04 	-1.45 	2.42 	2.75 	0.21 	-3.14 	: 
A,RI,PCH_PRE,205000,IE	: 	2.14 	-0.12 	2.39 	1.20 	1.91 	-1.15 	-4.92 	: 
A,RI,PCH_PRE,205000,IT	: 	3.10 	0.34 	2.04 	4.37 	3.37 	0.35 	-4.61 	: 
A,RI,PCH_PRE,205000,LT	: 	-3.63 	-1.65 	3.15 	1.58 	30.93 	9.14 	-15.81 	: 
A,RI,PCH_PRE,205000,LU	: 	-1.40 	-2.61 	-2.93 	-2.09 	-0.23 	-2.79 	-7.36 	: 
A,RI,PCH_PRE,205000,LV	: 	2.24 	-0.22 	5.43 	-1.64 	0.79 	-4.52 	-12.83 	: 
A,RI,PCH_PRE,205000,MT	: 	-0.22 	-0.34 	-0.71 	17.34 	7.37 	3.71 	3.57 	: 
A,RI,PCH_PRE,205000,NL	: 	0.19 	0.11 	0.07 	0.03 	0.11 	-0.12 	-1.50 	: 
A,RI,PCH_PRE,205000,PL	: 	0.78 	0.16 	1.70 	0.36 	-0.49 	-1.61 	-2.55 	: 
A,RI,PCH_PRE,205000,PT	: 	1.19 	0.05 	-0.98 	0.68 	2.18 	2.90 	-6.74 	: 
A,RI,PCH_PRE,205000,RO	: 	-9.80 	-13.13 	12.75 	-8.59 	5.67 	11.99 	49.56 	: 
A,RI,PCH_PRE,205000,SE	: 	-0.63 	0.13 	4.89 	1.53 	4.61 	-1.94 	-5.99 	: 
A,RI,PCH_PRE,205000,SI	: 	0.15 	3.15 	0.32 	1.08 	0.82 	-0.77 	-5.29 	: 
A,RI,PCH_PRE,205000,SK	: 	1.47 	-0.29 	3.13 	-7.25 	1.74 	-1.38 	-4.74 	: 
A,RI,PCH_PRE,205000,UK	: 	-0.29 	-2.03 	5.57 	3.65 	: 	: 	: 	: 
A,RI,PCH_PRE,206000,AT	: 	-5.62 	-3.00 	3.31 	-3.05 	-1.07 	14.03 	25.68 	: 
A,RI,PCH_PRE,206000,BE	: 	-5.59 	0.05 	1.41 	1.95 	2.99 	13.16 	20.21 	: 
A,RI,PCH_PRE,206000,BG	: 	2.55 	-2.05 	-1.59 	-0.37 	0.42 	9.62 	12.76 	: 
A,RI,PCH_PRE,206000,CY	: 	-8.21 	0.08 	-5.27 	3.55 	1.50 	16.07 	20.38 	: 
A,RI,PCH_PRE,206000,CZ	: 	-5.26 	-1.51 	-2.72 	-0.67 	-2.34 	1.42 	10.27 	: 
A,RI,PCH_PRE,206000,DE	: 	-6.37 	-2.29 	3.32 	-0.32 	-0.79 	13.25 	27.09 	: 
A,RI,PCH_PRE,206000,DK	: 	-2.28 	-3.08 	2.29 	1.61 	0.38 	6.91 	21.36 	: 
A,RI,PCH_PRE,206000,EE	: 	-4.54 	-2.41 	1.66 	0.00 	-0.60 	7.02 	15.24 	: 
A,RI,PCH_PRE,206000,EL	: 	-1.07 	-2.51 	-0.60 	-0.42 	1.65 	8.04 	13.47 	: 
A,RI,PCH_PRE,206000,ES	: 	-2.97 	-3.42 	1.38 	0.44 	0.01 	10.67 	21.58 	: 
